Name,Time.1,processed_all_vol
es31FD770_D3_D770.3,02:40:00,32
es31FD770_D3_D770.3,02:45:00,32
es31FD770_D3_D770.3,02:50:00,8
es31FD770_D3_D770.3,02:55:00,76
es31FD770_D3_D770.3,03:00:00,72
es31FD770_D3_D770.3,03:05:00,56
es31FD770_D3_D770.3,03:10:00,72
es31FD770_D3_D770.3,03:15:00,4
es31FD770_D3_D770.3,03:20:00,48
es31FD770_D3_D770.3,03:25:00,36
es31FD770_D3_D770.3,03:30:00,60
es31FD770_D3_D770.3,03:35:00,64
es31FD770_D3_D770.3,03:40:00,56
es31FD770_D3_D770.3,03:45:00,36
es31FD770_D3_D770.3,03:50:00,32
es31FD770_D3_D770.3,03:55:00,96
es31FD770_D3_D770.3,04:00:00,76
es31FD770_D3_D770.3,04:05:00,64
es31FD770_D3_D770.3,04:10:00,48
es31FD770_D3_D770.3,04:15:00,20
es31FD770_D3_D770.3,04:20:00,52
es31FD770_D3_D770.3,04:25:00,92
es31FD770_D3_D770.3,04:30:00,108
es31FD770_D3_D770.3,04:35:00,68
es31FD770_D3_D770.3,04:40:00,112
es31FD770_D3_D770.3,04:45:00,108
es31FD770_D3_D770.3,04:50:00,124
es31FD770_D3_D770.3,04:55:00,120
es31FD770_D3_D770.3,05:00:00,152
es31FD770_D3_D770.3,05:05:00,144
es31FD770_D3_D770.3,05:10:00,156
es31FD770_D3_D770.3,05:15:00,192
es31FD770_D3_D770.3,05:20:00,240
es31FD770_D3_D770.3,05:25:00,220
es31FD770_D3_D770.3,05:30:00,392
es31FD770_D3_D770.3,05:35:00,280
es31FD770_D3_D770.3,05:40:00,260
es31FD770_D3_D770.3,05:45:00,324
es31FD770_D3_D770.3,05:50:00,312
es31FD770_D3_D770.3,05:55:00,360
es31FD770_D3_D770.3,06:00:00,312
es31FD770_D3_D770.3,06:05:00,352
es31FD770_D3_D770.3,06:10:00,480
es31FD770_D3_D770.3,06:15:00,464
es31FD770_D3_D770.3,06:20:00,544
es31FD770_D3_D770.3,06:25:00,648
es31FD770_D3_D770.3,06:30:00,668
es31FD770_D3_D770.3,06:35:00,820
es31FD770_D3_D770.3,06:40:00,848
es31FD770_D3_D770.3,06:45:00,852
es31FD770_D3_D770.3,06:50:00,972
es31FD770_D3_D770.3,06:55:00,952
es31FD770_D3_D770.3,07:00:00,992
es31FD770_D3_D770.3,07:05:00,968
es31FD770_D3_D770.3,07:10:00,984
es31FD770_D3_D770.3,07:15:00,1120
es31FD770_D3_D770.3,07:20:00,1024
es31FD770_D3_D770.3,07:25:00,1068
es31FD770_D3_D770.3,07:30:00,1076
es31FD770_D3_D770.3,07:35:00,1076
es31FD770_D3_D770.3,07:40:00,892
es31FD770_D3_D770.3,07:45:00,912
es31FD770_D3_D770.3,07:50:00,1232
es31FD770_D3_D770.3,07:55:00,1164
es31FD770_D3_D770.3,08:00:00,1096
es31FD770_D3_D770.3,08:05:00,872
es31FD770_D3_D770.3,08:10:00,948
es31FD770_D3_D770.3,08:15:00,1048
es31FD770_D3_D770.3,08:20:00,1144
es31FD770_D3_D770.3,08:25:00,1240
es31FD770_D3_D770.3,08:30:00,1108
es31FD770_D3_D770.3,08:35:00,1092
es31FD770_D3_D770.3,08:40:00,1140
es31FD770_D3_D770.3,08:45:00,1212
es31FD770_D3_D770.3,08:50:00,1120
es31FD770_D3_D770.3,08:55:00,1004
es31FD770_D3_D770.3,09:00:00,948
es31FD770_D3_D770.3,09:05:00,1192
es31FD770_D3_D770.3,09:10:00,1196
es31FD770_D3_D770.3,09:15:00,1176
es31FD770_D3_D770.3,09:20:00,1184
es31FD770_D3_D770.3,09:25:00,1168
es31FD770_D3_D770.3,09:30:00,1164
es31FD770_D3_D770.3,09:35:00,1124
es31FD770_D3_D770.3,09:40:00,1048
es31FD770_D3_D770.3,09:45:00,1008
es31FD770_D3_D770.3,09:50:00,1072
es31FD770_D3_D770.3,09:55:00,1052
es31FD770_D3_D770.3,10:00:00,1116
es31FD770_D3_D770.3,10:05:00,1016
es31FD770_D3_D770.3,10:10:00,1148
es31FD770_D3_D770.3,10:15:00,1112
es31FD770_D3_D770.3,10:20:00,1084
es31FD770_D3_D770.3,10:25:00,1060
es31FD770_D3_D770.3,10:30:00,1084
es31FD770_D3_D770.3,10:35:00,1000
es31FD770_D3_D770.3,10:40:00,860
es31FD770_D3_D770.3,10:45:00,1020
es31FD770_D3_D770.3,10:50:00,984
es31FD770_D3_D770.3,10:55:00,980
es31FD770_D3_D770.3,11:00:00,844
es31FD770_D3_D770.3,11:05:00,900
es31FD770_D3_D770.3,11:10:00,740
es31FD770_D3_D770.3,11:15:00,784
es31FD770_D3_D770.3,11:20:00,784
es31FD770_D3_D770.3,11:25:00,936
es31FD770_D3_D770.3,11:30:00,740
es31FD770_D3_D770.3,11:35:00,768
es31FD770_D3_D770.3,11:40:00,820
es31FD770_D3_D770.3,11:45:00,836
es31FD770_D3_D770.3,11:50:00,944
es31FD770_D3_D770.3,11:55:00,840
es31FD770_D3_D770.3,12:00:00,784
es31FD770_D3_D770.3,12:05:00,856
es31FD770_D3_D770.3,12:10:00,780
es31FD770_D3_D770.3,12:15:00,848
es31FD770_D3_D770.3,12:20:00,852
es31FD770_D3_D770.3,12:25:00,992
es31FD770_D3_D770.3,12:30:00,1000
es31FD770_D3_D770.3,12:35:00,780
es31FD770_D3_D770.3,12:40:00,848
es31FD770_D3_D770.3,12:45:00,868
es31FD770_D3_D770.3,12:50:00,884
es31FD770_D3_D770.3,12:55:00,940
es31FD770_D3_D770.3,13:00:00,756
es31FD770_D3_D770.3,13:05:00,748
es31FD770_D3_D770.3,13:10:00,852
es31FD770_D3_D770.3,13:15:00,740
es31FD770_D3_D770.3,13:20:00,860
es31FD770_D3_D770.3,13:25:00,696
es31FD770_D3_D770.3,13:30:00,916
es31FD770_D3_D770.3,13:35:00,736
es31FD770_D3_D770.3,13:40:00,740
es31FD770_D3_D770.3,13:45:00,744
es31FD770_D3_D770.3,13:50:00,776
es31FD770_D3_D770.3,13:55:00,1008
es31FD770_D3_D770.3,14:00:00,796
es31FD770_D3_D770.3,14:05:00,872
es31FD770_D3_D770.3,14:10:00,724
es31FD770_D3_D770.3,14:15:00,624
es31FD770_D3_D770.3,14:20:00,804
es31FD770_D3_D770.3,14:25:00,864
es31FD770_D3_D770.3,14:30:00,816
es31FD770_D3_D770.3,14:35:00,844
es31FD770_D3_D770.3,14:40:00,940
es31FD770_D3_D770.3,14:45:00,976
es31FD770_D3_D770.3,14:50:00,856
es31FD770_D3_D770.3,14:55:00,792
es31FD770_D3_D770.3,15:00:00,944
es31FD770_D3_D770.3,15:05:00,960
es31FD770_D3_D770.3,15:10:00,948
es31FD770_D3_D770.3,15:15:00,948
es31FD770_D3_D770.3,15:20:00,944
es31FD770_D3_D770.3,15:25:00,884
es31FD770_D3_D770.3,15:30:00,896
es31FD770_D3_D770.3,15:35:00,992
es31FD770_D3_D770.3,15:40:00,1132
es31FD770_D3_D770.3,15:45:00,1092
es31FD770_D3_D770.3,15:50:00,1116
es31FD770_D3_D770.3,15:55:00,1000
es31FD770_D3_D770.3,16:00:00,1076
es31FD770_D3_D770.3,16:05:00,944
es31FD770_D3_D770.3,16:10:00,936
es31FD770_D3_D770.3,16:15:00,988
es31FD770_D3_D770.3,16:20:00,1096
es31FD770_D3_D770.3,16:25:00,1116
es31FD770_D3_D770.3,16:30:00,1112
es31FD770_D3_D770.3,16:35:00,1060
es31FD770_D3_D770.3,16:40:00,1176
es31FD770_D3_D770.3,16:45:00,1256
es31FD770_D3_D770.3,16:50:00,1212
es31FD770_D3_D770.3,16:55:00,1104
es31FD770_D3_D770.3,17:00:00,1092
es31FD770_D3_D770.3,17:05:00,1040
es31FD770_D3_D770.3,17:10:00,1188
es31FD770_D3_D770.3,17:15:00,1048
es31FD770_D3_D770.3,17:20:00,1124
es31FD770_D3_D770.3,17:25:00,1068
es31FD770_D3_D770.3,17:30:00,1144
es31FD770_D3_D770.3,17:35:00,1216
es31FD770_D3_D770.3,17:40:00,1084
es31FD770_D3_D770.3,17:45:00,1132
es31FD770_D3_D770.3,17:50:00,1080
es31FD770_D3_D770.3,17:55:00,1100
es31FD770_D3_D770.3,18:00:00,1156
es31FD770_D3_D770.3,18:05:00,1040
es31FD770_D3_D770.3,18:10:00,1180
es31FD770_D3_D770.3,18:15:00,1020
es31FD770_D3_D770.3,18:20:00,1044
es31FD770_D3_D770.3,18:25:00,1144
es31FD770_D3_D770.3,18:30:00,980
es31FD770_D3_D770.3,18:35:00,1104
es31FD770_D3_D770.3,18:40:00,1108
es31FD770_D3_D770.3,18:45:00,992
es31FD770_D3_D770.3,18:50:00,796
es31FD770_D3_D770.3,18:55:00,836
es31FD770_D3_D770.3,19:00:00,792
es31FD770_D3_D770.3,19:05:00,684
es31FD770_D3_D770.3,19:10:00,820
es31FD770_D3_D770.3,19:15:00,956
es31FD770_D3_D770.3,19:20:00,760
es31FD770_D3_D770.3,19:25:00,600
es31FD770_D3_D770.3,19:30:00,716
es31FD770_D3_D770.3,19:35:00,660
es31FD770_D3_D770.3,19:40:00,660
es31FD770_D3_D770.3,19:45:00,600
es31FD770_D3_D770.3,19:50:00,440
es31FD770_D3_D770.3,19:55:00,460
es31FD770_D3_D770.3,20:00:00,540
es31FD770_D3_D770.3,20:05:00,432
es31FD770_D3_D770.3,20:10:00,396
es31FD770_D3_D770.3,20:15:00,480
es31FD770_D3_D770.3,20:20:00,608
es31FD770_D3_D770.3,20:25:00,488
es31FD770_D3_D770.3,20:30:00,500
es31FD770_D3_D770.3,20:35:00,580
es31FD770_D3_D770.3,20:40:00,700
es31FD770_D3_D770.3,20:45:00,640
es31FD770_D3_D770.3,20:50:00,584
es31FD770_D3_D770.3,20:55:00,524
es31FD770_D3_D770.3,21:00:00,524
es31FD770_D3_D770.3,21:05:00,408
es31FD770_D3_D770.3,21:10:00,376
es31FD770_D3_D770.3,21:15:00,404
es31FD770_D3_D770.3,21:20:00,508
es31FD770_D3_D770.3,21:25:00,432
es31FD770_D3_D770.3,21:30:00,416
es31FD770_D3_D770.3,21:35:00,324
es31FD770_D3_D770.3,21:40:00,460
es31FD770_D3_D770.3,21:45:00,224
es31FD770_D3_D770.3,21:50:00,348
es31FD770_D3_D770.3,21:55:00,416
es31FD770_D3_D770.3,22:00:00,400
es31FD770_D3_D770.3,22:05:00,236
es31FD770_D3_D770.3,22:10:00,284
es31FD770_D3_D770.3,22:15:00,296
es31FD770_D3_D770.3,22:20:00,268
es31FD770_D3_D770.3,22:25:00,316
es31FD770_D3_D770.3,22:30:00,304
es31FD770_D3_D770.3,22:35:00,324
es31FD770_D3_D770.3,22:40:00,220
es31FD770_D3_D770.3,22:45:00,188
es31FD770_D3_D770.3,22:50:00,216
es31FD770_D3_D770.3,22:55:00,240
es31FD770_D3_D770.3,23:00:00,192
es31FD770_D3_D770.3,23:05:00,148
es31FD770_D3_D770.3,23:10:00,108
es31FD770_D3_D770.3,23:15:00,116
es31FD770_D3_D770.3,23:20:00,96
es31FD770_D3_D770.3,23:25:00,116
es31FD770_D3_D770.3,23:30:00,100
es31FD770_D3_D770.3,23:35:00,112
es31FD770_D3_D770.3,23:40:00,120
es31FD770_D3_D770.3,23:45:00,104
es31FD770_D3_D770.3,23:50:00,136
es31FD770_D3_D770.3,23:55:00,100
es31FD770_D4_D770.4,00:05:00,104
es31FD770_D4_D770.4,00:10:00,88
es31FD770_D4_D770.4,00:15:00,132
es31FD770_D4_D770.4,00:20:00,32
es31FD770_D4_D770.4,00:25:00,68
es31FD770_D4_D770.4,00:30:00,104
es31FD770_D4_D770.4,00:35:00,68
es31FD770_D4_D770.4,00:40:00,108
es31FD770_D4_D770.4,00:45:00,52
es31FD770_D4_D770.4,00:50:00,100
es31FD770_D4_D770.4,00:55:00,48
es31FD770_D4_D770.4,01:00:00,68
es31FD770_D4_D770.4,01:05:00,64
es31FD770_D4_D770.4,01:10:00,48
es31FD770_D4_D770.4,01:15:00,44
es31FD770_D4_D770.4,01:20:00,28
es31FD770_D4_D770.4,01:25:00,40
es31FD770_D4_D770.4,01:30:00,16
es31FD770_D4_D770.4,01:35:00,44
es31FD770_D4_D770.4,01:40:00,16
es31FD770_D4_D770.4,01:45:00,48
es31FD770_D4_D770.4,01:50:00,44
es31FD770_D4_D770.4,01:55:00,112
es31FD770_D4_D770.4,02:00:00,12
es31FD770_D4_D770.4,02:05:00,12
es31FD770_D4_D770.4,02:10:00,12
es31FD770_D4_D770.4,02:15:00,24
es31FD770_D4_D770.4,02:20:00,36
es31FD770_D4_D770.4,02:25:00,8
es31FD770_D4_D770.4,02:30:00,28
es31FD770_D4_D770.4,02:35:00,24
es31FD770_D4_D770.4,02:40:00,20
es31FD770_D4_D770.4,02:45:00,28
es31FD770_D4_D770.4,02:50:00,48
es31FD770_D4_D770.4,02:55:00,56
es31FD770_D4_D770.4,03:00:00,52
es31FD770_D4_D770.4,03:05:00,28
es31FD770_D4_D770.4,03:10:00,24
es31FD770_D4_D770.4,03:15:00,68
es31FD770_D4_D770.4,03:20:00,16
es31FD770_D4_D770.4,03:25:00,52
es31FD770_D4_D770.4,03:30:00,16
es31FD770_D4_D770.4,03:35:00,36
es31FD770_D4_D770.4,03:40:00,20
es31FD770_D4_D770.4,03:45:00,40
es31FD770_D4_D770.4,03:50:00,64
es31FD770_D4_D770.4,03:55:00,32
es31FD770_D4_D770.4,04:00:00,12
es31FD770_D4_D770.4,04:05:00,28
es31FD770_D4_D770.4,04:10:00,52
es31FD770_D4_D770.4,04:15:00,64
es31FD770_D4_D770.4,04:20:00,28
es31FD770_D4_D770.4,04:25:00,56
es31FD770_D4_D770.4,04:30:00,84
es31FD770_D4_D770.4,04:35:00,88
es31FD770_D4_D770.4,04:40:00,80
es31FD770_D4_D770.4,04:45:00,120
es31FD770_D4_D770.4,04:50:00,60
es31FD770_D4_D770.4,04:55:00,72
es31FD770_D4_D770.4,05:00:00,120
es31FD770_D4_D770.4,05:05:00,96
es31FD770_D4_D770.4,05:10:00,120
es31FD770_D4_D770.4,05:15:00,144
es31FD770_D4_D770.4,05:20:00,248
es31FD770_D4_D770.4,05:25:00,220
es31FD770_D4_D770.4,05:30:00,204
es31FD770_D4_D770.4,05:35:00,284
es31FD770_D4_D770.4,05:40:00,324
es31FD770_D4_D770.4,05:45:00,388
es31FD770_D4_D770.4,05:50:00,276
es31FD770_D4_D770.4,05:55:00,416
es31FD770_D4_D770.4,06:00:00,424
es31FD770_D4_D770.4,06:05:00,560
es31FD770_D4_D770.4,06:10:00,372
es31FD770_D4_D770.4,06:15:00,568
es31FD770_D4_D770.4,06:20:00,560
es31FD770_D4_D770.4,06:25:00,724
es31FD770_D4_D770.4,06:30:00,1104
es31FD770_D4_D770.4,06:35:00,1220
es31FD770_D4_D770.4,06:40:00,1124
es31FD770_D4_D770.4,06:45:00,1100
es31FD770_D4_D770.4,06:50:00,1268
es31FD770_D4_D770.4,06:55:00,1420
es31FD770_D4_D770.4,07:00:00,1524
es31FD770_D4_D770.4,07:05:00,1360
es31FD770_D4_D770.4,07:10:00,1432
es31FD770_D4_D770.4,07:15:00,1552
es31FD770_D4_D770.4,07:20:00,1464
es31FD770_D4_D770.4,07:25:00,1568
es31FD770_D4_D770.4,07:30:00,1480
es31FD770_D4_D770.4,07:35:00,1496
es31FD770_D4_D770.4,07:40:00,1260
es31FD770_D4_D770.4,07:45:00,1096
es31FD770_D4_D770.4,07:50:00,1384
es31FD770_D4_D770.4,07:55:00,1448
es31FD770_D4_D770.4,08:00:00,1464
es31FD770_D4_D770.4,08:05:00,1364
es31FD770_D4_D770.4,08:10:00,1308
es31FD770_D4_D770.4,08:15:00,1360
es31FD770_D4_D770.4,08:20:00,1496
es31FD770_D4_D770.4,08:25:00,1452
es31FD770_D4_D770.4,08:30:00,1456
es31FD770_D4_D770.4,08:35:00,1336
es31FD770_D4_D770.4,08:40:00,1404
es31FD770_D4_D770.4,08:45:00,1376
es31FD770_D4_D770.4,08:50:00,1360
es31FD770_D4_D770.4,08:55:00,1260
es31FD770_D4_D770.4,09:00:00,1328
es31FD770_D4_D770.4,09:05:00,1420
es31FD770_D4_D770.4,09:10:00,1708
es31FD770_D4_D770.4,09:15:00,1600
es31FD770_D4_D770.4,09:20:00,1488
es31FD770_D4_D770.4,09:25:00,1380
es31FD770_D4_D770.4,09:30:00,1560
es31FD770_D4_D770.4,09:35:00,1312
es31FD770_D4_D770.4,09:40:00,1236
es31FD770_D4_D770.4,09:45:00,1316
es31FD770_D4_D770.4,09:50:00,1288
es31FD770_D4_D770.4,09:55:00,1260
es31FD770_D4_D770.4,10:00:00,1388
es31FD770_D4_D770.4,10:05:00,1356
es31FD770_D4_D770.4,10:10:00,1404
es31FD770_D4_D770.4,10:15:00,1176
es31FD770_D4_D770.4,10:20:00,1356
es31FD770_D4_D770.4,10:25:00,1384
es31FD770_D4_D770.4,10:30:00,1268
es31FD770_D4_D770.4,10:35:00,1328
es31FD770_D4_D770.4,10:40:00,1220
es31FD770_D4_D770.4,10:45:00,1304
es31FD770_D4_D770.4,10:50:00,1216
es31FD770_D4_D770.4,10:55:00,1244
es31FD770_D4_D770.4,11:00:00,1140
es31FD770_D4_D770.4,11:05:00,1044
es31FD770_D4_D770.4,11:10:00,1028
es31FD770_D4_D770.4,11:15:00,1060
es31FD770_D4_D770.4,11:20:00,1004
es31FD770_D4_D770.4,11:25:00,940
es31FD770_D4_D770.4,11:30:00,792
es31FD770_D4_D770.4,11:35:00,968
es31FD770_D4_D770.4,11:40:00,1068
es31FD770_D4_D770.4,11:45:00,952
es31FD770_D4_D770.4,11:50:00,1160
es31FD770_D4_D770.4,11:55:00,1048
es31FD770_D4_D770.4,12:00:00,912
es31FD770_D4_D770.4,12:05:00,1056
es31FD770_D4_D770.4,12:10:00,1076
es31FD770_D4_D770.4,12:15:00,1060
es31FD770_D4_D770.4,12:20:00,1096
es31FD770_D4_D770.4,12:25:00,1164
es31FD770_D4_D770.4,12:30:00,1172
es31FD770_D4_D770.4,12:35:00,1108
es31FD770_D4_D770.4,12:40:00,1044
es31FD770_D4_D770.4,12:45:00,1160
es31FD770_D4_D770.4,12:50:00,1172
es31FD770_D4_D770.4,12:55:00,1096
es31FD770_D4_D770.4,13:00:00,1080
es31FD770_D4_D770.4,13:05:00,1000
es31FD770_D4_D770.4,13:10:00,1084
es31FD770_D4_D770.4,13:15:00,1000
es31FD770_D4_D770.4,13:20:00,1152
es31FD770_D4_D770.4,13:25:00,1012
es31FD770_D4_D770.4,13:30:00,1016
es31FD770_D4_D770.4,13:35:00,1028
es31FD770_D4_D770.4,13:40:00,940
es31FD770_D4_D770.4,13:45:00,864
es31FD770_D4_D770.4,13:50:00,764
es31FD770_D4_D770.4,13:55:00,1048
es31FD770_D4_D770.4,14:00:00,1020
es31FD770_D4_D770.4,14:05:00,1052
es31FD770_D4_D770.4,14:10:00,980
es31FD770_D4_D770.4,14:15:00,968
es31FD770_D4_D770.4,14:20:00,928
es31FD770_D4_D770.4,14:25:00,1000
es31FD770_D4_D770.4,14:30:00,1060
es31FD770_D4_D770.4,14:35:00,1016
es31FD770_D4_D770.4,14:40:00,1164
es31FD770_D4_D770.4,14:45:00,1204
es31FD770_D4_D770.4,14:50:00,1304
es31FD770_D4_D770.4,14:55:00,1060
es31FD770_D4_D770.4,15:00:00,1128
es31FD770_D4_D770.4,15:05:00,1096
es31FD770_D4_D770.4,15:10:00,1120
es31FD770_D4_D770.4,15:15:00,1264
es31FD770_D4_D770.4,15:20:00,1168
es31FD770_D4_D770.4,15:25:00,1020
es31FD770_D4_D770.4,15:30:00,1232
es31FD770_D4_D770.4,15:35:00,1376
es31FD770_D4_D770.4,15:40:00,1480
es31FD770_D4_D770.4,15:45:00,1488
es31FD770_D4_D770.4,15:50:00,1312
es31FD770_D4_D770.4,15:55:00,1352
es31FD770_D4_D770.4,16:00:00,1380
es31FD770_D4_D770.4,16:05:00,1216
es31FD770_D4_D770.4,16:10:00,1232
es31FD770_D4_D770.4,16:15:00,1212
es31FD770_D4_D770.4,16:20:00,1200
es31FD770_D4_D770.4,16:25:00,1156
es31FD770_D4_D770.4,16:30:00,1304
es31FD770_D4_D770.4,16:35:00,1280
es31FD770_D4_D770.4,16:40:00,1276
es31FD770_D4_D770.4,16:45:00,1284
es31FD770_D4_D770.4,16:50:00,1428
es31FD770_D4_D770.4,16:55:00,1244
es31FD770_D4_D770.4,17:00:00,1240
es31FD770_D4_D770.4,17:05:00,1228
es31FD770_D4_D770.4,17:10:00,1292
es31FD770_D4_D770.4,17:15:00,1284
es31FD770_D4_D770.4,17:20:00,1252
es31FD770_D4_D770.4,17:25:00,1140
es31FD770_D4_D770.4,17:30:00,1244
es31FD770_D4_D770.4,17:35:00,1400
es31FD770_D4_D770.4,17:40:00,1228
es31FD770_D4_D770.4,17:45:00,1320
es31FD770_D4_D770.4,17:50:00,1216
es31FD770_D4_D770.4,17:55:00,1268
es31FD770_D4_D770.4,18:00:00,1356
es31FD770_D4_D770.4,18:05:00,1276
es31FD770_D4_D770.4,18:10:00,1340
es31FD770_D4_D770.4,18:15:00,1212
es31FD770_D4_D770.4,18:20:00,1412
es31FD770_D4_D770.4,18:25:00,1340
es31FD770_D4_D770.4,18:30:00,1256
es31FD770_D4_D770.4,18:35:00,1276
es31FD770_D4_D770.4,18:40:00,1388
es31FD770_D4_D770.4,18:45:00,1128
es31FD770_D4_D770.4,18:50:00,1068
es31FD770_D4_D770.4,18:55:00,980
es31FD770_D4_D770.4,19:00:00,964
es31FD770_D4_D770.4,19:05:00,860
es31FD770_D4_D770.4,19:10:00,924
es31FD770_D4_D770.4,19:15:00,868
es31FD770_D4_D770.4,19:20:00,1048
es31FD770_D4_D770.4,19:25:00,828
es31FD770_D4_D770.4,19:30:00,992
es31FD770_D4_D770.4,19:35:00,936
es31FD770_D4_D770.4,19:40:00,900
es31FD770_D4_D770.4,19:45:00,816
es31FD770_D4_D770.4,19:50:00,672
es31FD770_D4_D770.4,19:55:00,772
es31FD770_D4_D770.4,20:00:00,692
es31FD770_D4_D770.4,20:05:00,616
es31FD770_D4_D770.4,20:10:00,552
es31FD770_D4_D770.4,20:15:00,716
es31FD770_D4_D770.4,20:20:00,476
es31FD770_D4_D770.4,20:25:00,388
es31FD770_D4_D770.4,20:30:00,372
es31FD770_D4_D770.4,20:35:00,384
es31FD770_D4_D770.4,20:40:00,336
es31FD770_D4_D770.4,20:45:00,384
es31FD770_D4_D770.4,20:50:00,472
es31FD770_D4_D770.4,20:55:00,576
es31FD770_D4_D770.4,21:00:00,548
es31FD770_D4_D770.4,21:05:00,608
es31FD770_D4_D770.4,21:10:00,500
es31FD770_D4_D770.4,21:15:00,536
es31FD770_D4_D770.4,21:20:00,368
es31FD770_D4_D770.4,21:25:00,300
es31FD770_D4_D770.4,21:30:00,532
es31FD770_D4_D770.4,21:35:00,348
es31FD770_D4_D770.4,21:40:00,384
es31FD770_D4_D770.4,21:45:00,348
es31FD770_D4_D770.4,21:50:00,264
es31FD770_D4_D770.4,21:55:00,316
es31FD770_D4_D770.4,22:00:00,272
es31FD770_D4_D770.4,22:05:00,316
es31FD770_D4_D770.4,22:10:00,324
es31FD770_D4_D770.4,22:15:00,320
es31FD770_D4_D770.4,22:20:00,364
es31FD770_D4_D770.4,22:25:00,388
es31FD770_D4_D770.4,22:30:00,208
es31FD770_D4_D770.4,22:35:00,288
es31FD770_D4_D770.4,22:40:00,240
es31FD770_D4_D770.4,22:45:00,276
es31FD770_D4_D770.4,22:50:00,160
es31FD770_D4_D770.4,22:55:00,216
es31FD770_D4_D770.4,23:00:00,236
es31FD770_D4_D770.4,23:05:00,184
es31FD770_D4_D770.4,23:10:00,92
es31FD770_D4_D770.4,23:15:00,180
es31FD770_D4_D770.4,23:20:00,168
es31FD770_D4_D770.4,23:25:00,140
es31FD770_D4_D770.4,23:30:00,148
es31FD770_D4_D770.4,23:35:00,196
es31FD770_D4_D770.4,23:40:00,168
es31FD770_D4_D770.4,23:45:00,116
es31FD770_D4_D770.4,23:50:00,124
es31FD770_D4_D770.4,23:55:00,52
es31FD770_D5_D770.5,00:05:00,0
es31FD770_D5_D770.5,00:10:00,0
es31FD770_D5_D770.5,00:15:00,0
es31FD770_D5_D770.5,00:20:00,0
es31FD770_D5_D770.5,00:25:00,0
es31FD770_D5_D770.5,00:30:00,0
es31FD770_D5_D770.5,00:35:00,0
es31FD770_D5_D770.5,00:40:00,0
es31FD770_D5_D770.5,00:45:00,0
es31FD770_D5_D770.5,00:50:00,0
es31FD770_D5_D770.5,00:55:00,0
es31FD770_D5_D770.5,01:00:00,0
es31FD770_D5_D770.5,01:05:00,0
es31FD770_D5_D770.5,01:10:00,0
es31FD770_D5_D770.5,01:15:00,0
es31FD770_D5_D770.5,01:20:00,0
es31FD770_D5_D770.5,01:25:00,0
es31FD770_D5_D770.5,01:30:00,0
es31FD770_D5_D770.5,01:35:00,0
es31FD770_D5_D770.5,01:40:00,0
es31FD770_D5_D770.5,01:45:00,0
es31FD770_D5_D770.5,01:50:00,0
es31FD770_D5_D770.5,01:55:00,0
es31FD770_D5_D770.5,02:00:00,0
es31FD770_D5_D770.5,02:05:00,0
es31FD770_D5_D770.5,02:10:00,0
es31FD770_D5_D770.5,02:15:00,0
es31FD770_D5_D770.5,02:20:00,0
es31FD770_D5_D770.5,02:25:00,0
es31FD770_D5_D770.5,02:30:00,0
es31FD770_D5_D770.5,02:35:00,0
es31FD770_D5_D770.5,02:40:00,0
es31FD770_D5_D770.5,02:45:00,0
es31FD770_D5_D770.5,02:50:00,0
es31FD770_D5_D770.5,02:55:00,0
es31FD770_D5_D770.5,03:00:00,0
es31FD770_D5_D770.5,03:05:00,0
es31FD770_D5_D770.5,03:10:00,0
es31FD770_D5_D770.5,03:15:00,0
es31FD770_D5_D770.5,03:20:00,0
es31FD770_D5_D770.5,03:25:00,0
es31FD770_D5_D770.5,03:30:00,0
es31FD770_D5_D770.5,03:35:00,0
es31FD770_D5_D770.5,03:40:00,0
es31FD770_D5_D770.5,03:45:00,0
es31FD770_D5_D770.5,03:50:00,0
es31FD770_D5_D770.5,03:55:00,0
es31FD770_D5_D770.5,04:00:00,0
es31FD770_D5_D770.5,04:05:00,0
es31FD770_D5_D770.5,04:10:00,0
es31FD770_D5_D770.5,04:15:00,0
es31FD770_D5_D770.5,04:20:00,0
es31FD770_D5_D770.5,04:25:00,0
es31FD770_D5_D770.5,04:30:00,0
es31FD770_D5_D770.5,04:35:00,0
es31FD770_D5_D770.5,04:40:00,0
es31FD770_D5_D770.5,04:45:00,0
es31FD770_D5_D770.5,04:50:00,0
es31FD770_D5_D770.5,04:55:00,0
es31FD770_D5_D770.5,05:00:00,0
es31FD770_D5_D770.5,05:05:00,0
es31FD770_D5_D770.5,05:10:00,0
es31FD770_D5_D770.5,05:15:00,0
es31FD770_D5_D770.5,05:20:00,0
es31FD770_D5_D770.5,05:25:00,0
es31FD770_D5_D770.5,05:30:00,0
es31FD770_D5_D770.5,05:35:00,0
es31FD770_D5_D770.5,05:40:00,0
es31FD770_D5_D770.5,05:45:00,0
es31FD770_D5_D770.5,05:50:00,0
es31FD770_D5_D770.5,05:55:00,0
es31FD770_D5_D770.5,06:00:00,0
es31FD770_D5_D770.5,06:05:00,0
es31FD770_D5_D770.5,06:10:00,0
es31FD770_D5_D770.5,06:15:00,0
es31FD770_D5_D770.5,06:20:00,0
es31FD770_D5_D770.5,06:25:00,0
es31FD770_D5_D770.5,06:30:00,0
es31FD770_D5_D770.5,06:35:00,0
es31FD770_D5_D770.5,06:40:00,0
es31FD770_D5_D770.5,06:45:00,0
es31FD770_D5_D770.5,06:50:00,0
es31FD770_D5_D770.5,06:55:00,0
