name,node_type,lat,lon,Monday_mean,Monday_std,Tuesday_mean,Tuesday_std,Wednesday_mean,Wednesday_std,Thursday_mean,Thursday_std,Friday_mean,Friday_std
Pasahaj Hair & Beauty,hair_care,47.516781,19.0042665,31.291666666666668,29.31080455888048,44.958333333333336,40.24971963325404,37.833333333333336,35.390284291345026,36.041666666666664,32.65409515750751,36.875,32.95743783022784
Coffee Stand Gutenberg specialty coffeeshop,cafe,47.4927266,19.0701569,19.25,24.957046433155238,19.208333333333332,24.90478395587661,18.125,22.651917689237703,21.125,28.025750807664963,20.333333333333332,26.206975322527313
JEBETO Kft.,electronics_store,47.5678864,19.0850051,26.333333333333332,35.77553478131234,28.666666666666668,38.82725274282943,26.0,34.62176579359676,29.333333333333332,38.98147708278325,16.166666666666668,24.724594143394054
Füstös Vera Szépség Egészség Szalon,beauty_salon,47.4698331,19.159195699999998,26.291666666666668,28.478762798892014,33.666666666666664,35.40440964374667,37.208333333333336,39.34884492869164,34.25,35.04788391139566,29.333333333333332,31.585422094518368
VIP Beauty Hairdressers,hair_care,47.519228000000005,19.162767000000002,28.5,36.25143675313665,21.791666666666668,27.551435483876737,29.166666666666668,37.55736353307505,15.291666666666666,19.238587887079678,0.0,0.0
OTP Bank,bank,47.47897879999999,19.255941699999997,30.166666666666668,37.86232369461171,29.75,39.265389764184604,29.458333333333332,39.080023847087006,28.333333333333332,38.18667597765249,23.166666666666668,33.880508982140285
MARBEL XXI. bathroom Store,furniture_store,47.4179375,19.063709399999997,16.041666666666668,24.587393732471025,10.5,14.9471290442903,13.0,19.059118552545918,10.5,15.559027390339454,13.541666666666666,19.87246664497278
Why not cafe and bar,night_club,47.487779700000004,19.055764800000002,17.333333333333332,12.857120811268578,21.541666666666668,16.84977538590813,28.583333333333332,30.51217880708547,25.041666666666668,22.89009823531175,32.625,32.0439964475927
SPAR market,supermarket,47.456586,19.0399223,25.875,25.300382902240827,30.375,28.979608491719368,29.458333333333332,29.870525001895917,28.958333333333332,27.163822703899555,26.291666666666668,23.81434995730282
WeArt Beautystudio,beauty_salon,47.457555799999994,19.1178222,20.541666666666668,20.96023848199782,20.916666666666668,26.21849961806019,22.583333333333332,23.92334401560302,28.25,31.751968442917047,15.291666666666666,17.273484416552698
Netlock Kft.,storage,47.5008842,19.108289300000003,23.291666666666668,31.05435982094767,27.625,36.511199765733984,30.541666666666668,40.813579405497975,25.958333333333332,34.25210354448647,13.416666666666666,23.77834565780854
Embassy of Belgium in Hungary,embassy,47.5052038,19.0352942,20.083333333333332,30.060933488869274,23.125,35.00394323025146,20.125,30.309944050316776,12.75,25.57383102574453,15.583333333333334,31.52501211560257
Bikás park,subway_station,47.465116200000004,19.0331709,23.625,18.949081991836263,26.958333333333332,21.972481210722552,28.25,22.30891077574161,28.291666666666668,22.34666113514251,27.833333333333332,21.83587771433875
"Telenor Partner üzlet, Bravotel",electronics_store,47.424291,19.067952,24.916666666666668,29.282982354185776,24.625,28.46607996077671,23.916666666666668,29.184637320952874,22.583333333333332,29.602810489696566,27.5,34.978564864785405
OTP Bank,bank,47.4383335,19.1004961,28.208333333333332,37.542175357263936,25.625,36.94456714683049,27.0,38.7803644473162,25.791666666666668,38.22736712385803,24.166666666666668,35.540665284838
OTP ATM,atm,47.438339,19.1005213,28.208333333333332,37.542175357263936,25.625,36.94456714683049,27.0,38.7803644473162,25.791666666666668,38.22736712385803,24.166666666666668,35.540665284838
Tasting Table Budapest -Wine Shop,liquor_store,47.492588899999994,19.064706,21.125,30.714155938264035,16.125,23.20436830282896,19.333333333333332,28.929031938329512,21.166666666666668,31.548463600555188,23.833333333333332,34.68509125770834
Szemész-Diszkont Kft. Válság Szemüvegdiszkont,store,47.5012553,19.0675622,18.208333333333332,28.100977395022323,19.708333333333332,26.867699266756894,12.666666666666666,18.220104890538426,15.958333333333334,22.576682600023904,13.791666666666666,18.96263687418557
Globus Shooting Club,gym,47.484100700000006,19.1564025,0.0,0.0,7.333333333333333,14.755413319260908,18.5,30.744918279286416,10.958333333333334,15.62444443456755,5.375,7.988598646404345
Hangár Bistro,restaurant,47.556227,18.997885,0.0,0.0,0.0,0.0,3.375,5.822460104343066,1.7083333333333333,3.0479387388127663,7.875,13.213984069916235
Csillag Center,shopping_mall,47.58104,19.049671,27.416666666666668,34.04765859138563,30.208333333333332,36.97970070036924,30.0,36.40283871714769,29.208333333333332,35.92118591057682,29.75,36.15620048253596
Felnőtt és gyermekfogászat,dentist,47.4303941,19.1149715,24.541666666666668,31.873420440165432,24.625,29.991405018771626,29.375,32.678755203750754,31.708333333333332,34.230200075696644,10.125,11.057849775913338
"ebfizio - kisállat fizioterápia, hidroterápia",physiotherapist,47.580294,19.112229,13.833333333333334,14.772346537440225,21.75,25.33977440046905,18.666666666666668,20.421938094988818,15.75,17.500595227972486,17.75,20.33316256758894
Újpest-városkapu,subway_station,47.559052,19.0795861,30.708333333333332,24.589088309428817,34.625,29.852153049096252,35.375,28.652824904361523,35.875,30.25215212730052,34.541666666666664,26.859168463590894
Unix,car_repair,47.580963399999995,19.0487049,29.375,34.26467143186015,33.333333333333336,38.2771327150936,34.166666666666664,40.00069443841639,33.75,39.565610067329935,31.791666666666668,37.594302722915636
Gyöngyi Lovastanya,travel_agency,47.4430323,18.9969775,0.0,0.0,11.375,16.002115745529817,20.041666666666668,28.29823193338332,7.541666666666667,12.832183390037548,12.625,19.200287541249654
Hármas Büfé,bar,47.523073,19.045052,4.375,5.836754948884983,5.5,8.376554582086042,5.166666666666667,7.238016916869488,5.75,7.506941232397298,8.333333333333334,11.70707288589063
Computer Imperium Pest,electronics_store,47.5597481,19.094856699999998,28.291666666666668,37.33684414295824,28.208333333333332,37.97255496481051,27.083333333333332,36.67755520145196,29.458333333333332,38.86298492424665,26.916666666666668,36.00221829585258
Michael Kors,jewelry_store,47.5005931,19.057010100000003,21.291666666666668,29.58248238212758,18.75,24.685100094321406,20.5,27.468163389640743,22.291666666666668,29.333540482223114,21.625,28.56544022065825
JAPE Vadász Kft.,store,47.4538262,19.228131899999998,21.25,28.225653225390552,28.666666666666668,37.835902996433894,30.791666666666668,40.35155838240809,26.541666666666668,34.40806490571005,26.75,35.98524002976776
Schiller Autó Család,car_dealer,47.5436098,19.0716918,29.958333333333332,38.31500920730094,32.75,40.75051124423676,26.5,33.04416236896718,29.916666666666668,37.38751648463546,28.791666666666668,35.33881148570538
Olly's,restaurant,47.5287868,19.0054342,20.625,23.147736570415116,24.416666666666668,29.601402932218527,29.541666666666668,35.4094845658931,22.125,25.679616592413005,20.958333333333332,25.54486113791883
Rákospalota-Újpest,train_station,47.5658063,19.1120093,35.916666666666664,31.24355489092466,38.541666666666664,32.599819997798896,40.5,31.94396134900408,41.5,35.50704155516198,36.083333333333336,26.77205736501316
DM Drogerie Markt,drugstore,47.4813975,19.0675672,18.75,23.871618434171292,22.5,27.799880095664683,23.458333333333332,29.234652906363635,22.0,25.88435821108957,17.541666666666668,20.238122373931386
Lajos Király Étterem,restaurant,47.506769399999996,19.1333057,17.0,20.50406463769237,12.291666666666666,14.887016621502406,16.541666666666668,20.04573763228039,18.333333333333332,22.935901019047748,22.208333333333332,28.889125933856537
Penny Market,supermarket,47.4285638,19.069901,30.333333333333332,27.46007202385958,35.083333333333336,32.05063268572955,34.416666666666664,32.552414998310375,40.958333333333336,36.269223829883956,36.25,33.90949965226067
Szamos Chocolate Museum,museum,47.505589,19.047872899999998,16.375,23.430415595972683,16.166666666666668,23.917682905238866,16.208333333333332,23.110205477715297,20.333333333333332,30.35576093960127,24.416666666666668,34.91169415667032
Fehér Dental,dentist,47.501488099999996,19.1374021,18.958333333333332,23.39422857363661,23.458333333333332,25.219006005171753,26.0,27.556003580587177,31.083333333333332,34.865117078376336,24.291666666666668,29.34774148985839
Universum Kisáruház,hardware_store,47.478057799999995,19.1644626,23.0,27.998511865216454,25.041666666666668,29.946451051093774,28.791666666666668,36.335220707859875,23.5,31.75951301054011,26.125,32.042045944872704
Mandala Jóga Liget,gym,47.5062985,19.078355,12.458333333333334,29.010025805266398,6.875,14.541069710765207,7.666666666666667,19.852931493582727,11.333333333333334,27.330792564838333,2.9583333333333335,6.1608925670086325
Nightingale Optics Kft,store,47.507858399999996,19.0379772,16.833333333333332,25.348679562366865,20.666666666666668,30.879694874715902,27.916666666666668,40.63959139667731,18.625,27.19805829466508,15.875,23.988386947298757
Cityvet Kft.,veterinary_care,47.4890298,19.0541117,16.916666666666668,30.21853276091052,19.625,35.118623383232624,10.291666666666666,20.437871641201347,11.416666666666666,19.98106742783167,11.25,20.029665498954294
Rosticceria da Rosa,restaurant,47.5291951,19.002729000000002,19.666666666666668,21.522597943143904,25.333333333333332,26.970148106543444,22.583333333333332,23.437712961995437,25.375,24.169216819472382,28.041666666666668,27.85300577236783
Autószerviz – Műszaki vizsga,car_repair,47.4941011,19.0833576,9.208333333333334,12.576363964022175,14.875,25.387517438037666,11.5,15.556349186104045,19.708333333333332,28.607223980821505,10.666666666666666,14.893137868010072
Pintér Kálmán Szakrendelő,doctor,47.405928,19.1886663,26.125,27.339398463267866,32.083333333333336,34.939133583355435,31.0,31.465589670834603,28.125,28.218363554016854,19.75,24.637792785339627
Nedis Kft.,electronics_store,47.461282000000004,19.133145000000003,21.083333333333332,28.238444047472274,24.708333333333332,33.02710902509567,26.958333333333332,36.49369713464992,23.583333333333332,30.640273968894096,20.25,27.541256930890672
Europart Hungária Alkatrészkereskedelmi Kft.,car_repair,47.425255299999996,19.169590799999998,31.0,37.73371613468959,31.958333333333332,37.65355136710953,25.0,30.22967636831948,29.291666666666668,34.41109216355809,14.541666666666666,20.043658944636057
Balogh Hair Fodrászat,hair_care,47.444755900000004,19.1754657,12.333333333333334,22.41031508529548,17.708333333333332,30.962987537093742,8.041666666666666,15.852127004145393,0.0,0.0,11.0,21.021814066979726
Ropogós Bistro & Garden,restaurant,47.5180239,19.192654,12.25,21.589445723933412,9.25,17.371552415755286,16.583333333333332,18.86115202090147,14.0,16.849826903166296,19.708333333333332,22.15189827581876
Csillaghegyi Stop & Bakery Tejbisztró,bakery,47.5863733,19.044794600000003,12.083333333333334,13.057298937971648,15.458333333333334,18.225392466434172,15.0,17.18041520646887,15.125,17.633567657548298,18.25,21.67611973270739
Mezőgazdasági és vegyesiparcikk szaküzlet,convenience_store,47.3959526,19.1153697,16.5,24.88808282424877,24.666666666666668,33.84974971185984,17.0,23.510635891017493,26.875,37.45476438318629,21.0,28.065399813055695
Trillian Comic Book Store,book_store,47.5046333,19.063800399999998,15.875,22.646398720326374,0.0,0.0,13.041666666666666,26.343055958301843,27.833333333333332,40.42448378011634,20.958333333333332,33.66189632045243
Gyugyi's Bistro Normafa,restaurant,47.499168,18.9720951,10.458333333333334,12.549831229498222,10.916666666666666,14.5599813034068,10.583333333333334,12.602634204359376,6.583333333333333,7.658963521405637,9.708333333333334,12.098481883645109
Media Pc Szerviz Kft,electronics_store,47.5454472,19.0344665,19.958333333333332,33.460772015733426,14.708333333333334,24.810077197694397,20.541666666666668,32.25158803153041,15.625,24.667476056540522,16.5,27.21825367898046
COEL Számítástechnikai Kft.,electronics_store,47.4610323,19.043894899999998,15.458333333333334,23.567242744019836,18.208333333333332,30.48904060842555,21.875,34.63417447647146,22.0,33.301651610693426,18.208333333333332,29.632441634502925
Four Bites Catering Kft.,meal_delivery,47.4747015,19.0412969,18.583333333333332,26.67382716363656,24.875,36.216147986775184,26.708333333333332,39.145539514597175,22.791666666666668,31.263635913878527,15.166666666666666,22.40473660238438
Prestige Alarm Bt.,car_repair,47.4645881,19.006693600000002,27.291666666666668,32.96776097779297,33.958333333333336,40.85184529355912,28.291666666666668,34.04467550962346,28.25,34.055408283168966,26.166666666666668,32.57128933414962
Lepo 01 Kft,car_repair,47.560108,19.029021,18.208333333333332,28.966905206152457,20.375,31.84442978502415,26.25,41.0256525440689,21.875,34.321169973258975,19.625,30.924386951616896
Sunny Diner Étterem,bar,47.537310999999995,18.967353,14.416666666666666,17.202026689382336,18.333333333333332,21.17913018883343,14.083333333333334,15.950226400343732,22.291666666666668,25.26440045905613,20.25,22.576259654778955
Laptop Műszerész Kft.,electronics_store,47.4292111,19.2172099,17.333333333333332,23.285665595430643,15.333333333333334,22.440043572942443,18.166666666666668,25.40286510525054,30.333333333333332,41.423289208956945,22.0,29.664793948382652
Idomok Kft. - Zugló Szerelvénycentrum,store,47.527901,19.122336999999998,25.791666666666668,32.65856085656902,29.375,35.744244874758046,31.458333333333332,38.75454722423623,27.625,33.612761093568814,24.916666666666668,30.720401292228516
Auner Motocycle Parts,car_repair,47.548756299999994,19.121983800000002,22.375,32.559960713530764,24.291666666666668,36.54047888605487,22.375,33.365167090844906,23.875,35.408700084395456,18.166666666666668,27.420592424105077
black&white szépség szalon Újpest,hair_care,47.572760200000005,19.1036807,21.666666666666668,29.379225464414287,11.041666666666666,21.397973359383567,28.208333333333332,32.63431114469691,14.416666666666666,23.71693604906746,15.5,20.668010708983743
Matrac Király Stúdió,furniture_store,47.449335,19.16331,17.041666666666668,24.38318950743638,14.375,21.06302546327727,15.416666666666666,22.107533909406442,12.416666666666666,18.788109419405547,13.166666666666666,19.770910168449223
Jieng Jang kínai gyorsétterem,restaurant,47.4386226,19.166332,18.916666666666668,24.662584121611335,20.541666666666668,27.6661332779909,23.25,31.698120343852146,25.0,29.134744435696245,25.5,30.931375656443088
L.S. P. Kft.,home_goods_store,47.465580700000004,19.1715387,17.708333333333332,27.35641175097511,22.291666666666668,32.49933225809758,23.125,33.84808278667099,16.625,23.870854788493297,18.291666666666668,26.475584926913744
Lukoil,gas_station,47.485291499999995,19.2235348,27.791666666666668,24.976621012903692,35.625,33.235037360191626,24.333333333333332,22.022084874557684,36.875,30.549566963652147,26.458333333333332,24.70994935693358
Müller Drogéria,drugstore,47.4939406,19.052435600000003,18.416666666666668,23.71869281577062,19.333333333333332,23.982053475232036,21.166666666666668,27.42666990763228,24.375,30.439574706840656,23.125,29.31341061129985
Lipóti Bakery,bakery,47.4782095,19.0491423,19.041666666666668,23.23158619686185,28.583333333333332,34.843598965791244,17.541666666666668,28.841490898048633,25.458333333333332,29.320043154053433,23.375,30.251463463222183
Apathy Rock Lookout,tourist_attraction,47.531633500000005,18.9862009,28.791666666666668,25.964686221010943,28.166666666666668,25.340459524027754,30.125,27.86472157286581,30.333333333333332,28.502436543020124,29.916666666666668,27.652481303171008
Kristaly Confectionery,cafe,47.489708,19.070396300000002,15.041666666666666,22.521247683514833,13.75,21.385840331085113,18.041666666666668,25.90443843351088,20.666666666666668,32.9224678432357,15.5,23.91826359360841
Laptop.hu Kft.,electronics_store,47.49511,19.025487,18.625,26.740749958318922,22.416666666666668,32.358559746825705,21.375,31.772383841946766,20.166666666666668,29.17285648604804,18.041666666666668,26.929660176508396
Caterina Ristorante e Pizzeria,restaurant,47.462680600000006,18.9780938,25.125,26.872092866019944,25.208333333333332,26.907215833097432,29.333333333333332,31.455877387576113,30.25,33.34822583986541,27.916666666666668,30.608981071284
Haspók Kifőzde,restaurant,47.423464200000005,19.055360999999998,11.25,17.706519514950795,14.875,22.269771178288593,16.833333333333332,27.608372321131544,17.541666666666668,26.999967849775096,16.458333333333332,22.340134225698428
Budapest Bank ATM,atm,47.557342799999994,19.0772811,24.208333333333332,34.81256857164601,27.791666666666668,39.99581141264114,28.541666666666668,40.97964857367889,24.333333333333332,35.12794076262118,16.083333333333332,23.667693639689997
Soproni Vendéglő,meal_delivery,47.5441364,19.0883711,16.708333333333332,17.940826733706807,23.25,30.614879280071207,19.708333333333332,22.180094617071006,23.708333333333332,25.814206629080992,31.416666666666668,34.72141110163711
Lurdy ház Posta,post_office,47.470859399999995,19.084176199999998,22.333333333333332,31.277876455340692,28.333333333333332,38.60555515581778,27.458333333333332,36.39022209177747,22.25,29.849972082622344,20.125,28.34065469133226
Rózswagen Bt.,electronics_store,47.419258500000005,19.2153868,21.625,31.147247738229883,24.5,35.180487015768655,25.875,37.36566215569227,24.375,34.95093286785538,19.458333333333332,28.00740849410305
Pongi-Gold Kft.,jewelry_store,47.4585784,19.1430848,0.0,0.0,11.583333333333334,17.867374053160567,14.791666666666666,25.53752005492224,9.5,15.50268793897798,12.791666666666666,20.043658944636057
SOREX - autófényezés és javítás,car_dealer,47.396237899999996,19.1178716,0.0,0.0,17.458333333333332,24.057187364463225,0.0,0.0,13.666666666666666,25.932069377938625,17.416666666666668,28.97256844365411
Levendula Patika,pharmacy,47.4071927,19.079126300000002,30.625,31.849663132703093,32.083333333333336,35.19223004521815,32.208333333333336,33.19008281433209,28.75,30.3496979666465,35.791666666666664,37.40652702255168
Sportfactory,clothing_store,47.466314000000004,19.157175,0.0,0.0,15.583333333333334,23.059554539399834,0.0,0.0,19.791666666666668,26.307443760696746,12.75,17.248792228249876
Vasvári Pál utcai háziorvosi rendelő,doctor,47.577977600000004,19.089034100000003,26.416666666666668,31.421750251838116,30.625,33.06913528251583,29.958333333333332,34.88609938866132,30.25,31.780824931605117,12.791666666666666,17.334885747788732
Extreme Digital,electronics_store,47.508412899999996,19.026325399999998,21.291666666666668,24.808397715737755,27.791666666666668,34.04895882728607,31.208333333333332,37.42323160670239,29.708333333333332,34.22411329100515,27.916666666666668,34.19785162193022
Kondor Pharmacy,pharmacy,47.4387227,19.1664179,16.541666666666668,18.763837486565006,16.333333333333332,21.29293049086689,19.5,20.18662923818635,13.875,14.563975247163805,15.625,17.114351920732105
ZoMk Kft.,store,47.483872999999996,19.179146,16.041666666666668,20.507070257731982,13.708333333333334,17.340893783834275,16.166666666666668,21.28314408686419,20.666666666666668,27.770888034454753,14.25,17.21978029282991
Hajhosszabbítás,hair_care,47.5060037,19.1359897,8.708333333333334,14.507122292936742,14.25,22.077986774160365,16.583333333333332,28.248770868049387,17.708333333333332,25.702592551898125,15.208333333333334,22.12837387960434
Pizza Forte,restaurant,47.561539200000006,19.1067855,21.083333333333332,19.792499982456878,37.666666666666664,35.75806047437261,29.208333333333332,27.846273189702703,30.916666666666668,29.28155942265067,32.625,30.87314434369565
Zöldfa Vendéglő és Vendégház Bt.,restaurant,47.5467391,19.224476199999998,8.416666666666666,10.475831974385402,8.0,11.210114480533491,8.958333333333334,11.355905830105417,10.583333333333334,13.708016713668764,9.541666666666666,11.79681866248505
inSpirál Jóga és Önismereti Stúdió,gym,47.5057016,19.1341818,8.666666666666666,20.084543532002137,14.958333333333334,28.141723423099414,14.666666666666666,28.442436995134965,18.166666666666668,21.12791728706095,4.541666666666667,7.370997030403839
Budapesti Inter-Fa Kft.,furniture_store,47.5565512,19.120000199999996,24.875,31.39043445064117,27.166666666666668,33.81773039233841,31.791666666666668,39.0640277479024,35.875,41.469177811156726,28.0,35.35769600336915
Hal-Udvar,store,47.544394,19.110891,0.0,0.0,0.0,0.0,0.0,0.0,23.583333333333332,29.081661843085165,24.875,29.83190755438434
Csibész Kutyafuttató,park,47.5621449,19.0797956,15.0,19.75685535031659,24.208333333333332,33.542236020012474,16.625,16.824616142228425,16.875,17.63829285957119,13.583333333333334,13.366365333261776
Bermuda söröző,restaurant,47.431123,19.177936399999997,11.375,11.473928780791114,30.916666666666668,33.8192704763949,12.125,16.890116685999143,17.25,17.161609287398818,25.25,28.853437114724017
Három Tarka Macska,bakery,47.5174944,19.0511475,20.5,19.347695814575268,24.291666666666668,24.306170627138194,25.25,23.785937722388272,25.5,25.0,24.041666666666668,25.20991730560724
Diablo Pub,bar,47.577656700000006,19.1075176,0.0,0.0,13.333333333333334,16.99673171197595,13.041666666666666,17.749364229615537,14.583333333333334,20.7643859100678,24.791666666666668,35.250270881543905
White & Black Jewellery Gyémánt ékszer,jewelry_store,47.516902200000004,19.050725399999997,13.875,22.142177888967172,9.333333333333334,19.40503943710385,17.416666666666668,29.216029656489752,17.333333333333332,25.62496612463886,17.708333333333332,27.515872944336856
Törpe söröző,cafe,47.4846172,19.127323699999998,33.625,32.59449403912671,26.041666666666668,23.6510732079728,31.333333333333332,30.012034623167793,34.5,33.97916027999123,30.333333333333332,27.464623710430764
"GS Hungary Kft, GS Burkolat",home_goods_store,47.3806314,19.01079,17.583333333333332,24.665962827796168,22.625,30.750084688230263,25.583333333333332,34.26114984773408,27.458333333333332,38.524861200990145,16.375,22.250117040890668
Müller,clothing_store,47.4862966,19.0722592,16.458333333333332,22.74858817353044,18.75,22.24344472722994,19.708333333333332,24.239222977553457,21.708333333333332,25.692864065512214,23.208333333333332,31.061738477139723
SPAR szupermarket,supermarket,47.4792469,19.2557021,30.666666666666668,28.748429908818018,36.666666666666664,34.132910153626746,37.291666666666664,35.12890448840606,36.083333333333336,31.994682717948965,33.416666666666664,29.768434997866823
Kafarnaum Patika,pharmacy,47.567968799999996,19.1272572,31.291666666666668,34.83350777468283,31.875,35.53907767045547,31.333333333333332,34.652641393630525,32.083333333333336,35.313968750182816,29.0,31.055058632478328
Diamond Women's Fitness,gym,47.461226,19.1331786,11.083333333333334,24.366843364612404,12.625,28.750090579567456,9.875,22.73270863022413,8.375,17.444704306273962,2.875,6.43112548470328
Mister Söröző,restaurant,47.5647236,19.120755199999998,36.958333333333336,30.8942809792075,40.5,33.73549070835243,41.666666666666664,35.941696614872754,29.25,26.31420718927325,27.708333333333332,26.305067899973615
Dentium Implant Center - Esztétikai Fogászat és Plasztikai Sebészet,dentist,47.512236,19.0500423,28.208333333333332,32.368939801743416,16.958333333333332,20.3704834803257,33.041666666666664,37.62587669705813,26.416666666666668,29.080229060690396,17.458333333333332,20.201029607973506
La Belle Kft.,home_goods_store,47.466815000000004,19.077485600000003,18.25,23.215027460677277,20.958333333333332,27.045454280196928,24.375,31.164633400699582,27.916666666666668,35.79212747084041,23.875,31.616599674854346
Egészségház,gym,47.423536,19.107031699999997,18.833333333333332,20.967567548213335,17.833333333333332,19.428644374279493,17.833333333333332,23.79367329541382,27.458333333333332,31.647773969463035,12.833333333333334,16.3469331136523
BarCraft Budapest Corvin,bar,47.4843191,19.069088600000004,7.708333333333333,10.171361620855992,19.375,25.170770912575033,17.833333333333332,24.706049641512678,16.958333333333332,23.781083460506075,25.25,35.715601166250394
Újjáépítünk kft. Renault Szerviz.,car_repair,47.4073921,19.191880800000003,19.0,25.531026875810017,21.625,29.657506778779187,22.5,30.41655251120131,24.458333333333332,33.33414061522444,21.833333333333332,30.162983200531666
Bubbles manual car wash,car_wash,47.47190560000001,19.124201199999998,28.75,30.479843066087682,32.916666666666664,35.299807207531444,26.708333333333332,29.105382043341898,27.75,30.102948360584218,33.458333333333336,35.390652210561036
Viszlay Sports shop,clothing_store,47.560742700000006,19.0877223,6.75,11.008519428151999,6.875,10.300940491042553,9.666666666666666,14.90152863150474,8.583333333333334,14.511250424718362,9.5,15.456929406148772
Pizza Hut Express KÖKI TERMINÁL,restaurant,47.462298,19.147797600000004,11.541666666666666,14.899606165563199,12.458333333333334,19.070000801141973,16.708333333333332,23.79159369515955,18.958333333333332,25.204958451772058,18.5,26.90724809414742
Bali pékség,bakery,47.5491843,19.116843799999998,17.666666666666668,17.225626903605633,19.458333333333332,18.38472909479193,17.916666666666668,17.799617661311967,15.416666666666666,14.676843060488936,18.75,18.301297768191194
Schiller Opel,car_dealer,47.5436098,19.0716918,25.958333333333332,32.16685556939351,32.958333333333336,40.56422804913489,31.458333333333332,38.73196264786431,34.208333333333336,41.809069158364295,29.291666666666668,34.8011962996804
Kültéri fitness park Street workout park,gym,47.4934457,19.2765283,44.458333333333336,18.096913103866328,45.833333333333336,21.45861650298598,34.375,17.19208272238513,27.958333333333332,5.480869507254807,47.75,25.899243875706745
dm-drogerie markt Kft.,drugstore,47.4541239,19.0880131,13.333333333333334,16.77713390964685,20.583333333333332,23.911149189354234,23.416666666666668,28.95098827712488,26.458333333333332,32.56657177570618,17.583333333333332,19.712341030148828
Fressnapf,pet_store,47.4618083,19.131232999999998,25.625,30.243198271126463,23.208333333333332,26.69890629262222,25.125,30.067025820101772,23.208333333333332,27.370877416618484,27.416666666666668,30.00127312113419
DENTUS - The dentist,dentist,47.4922125,19.0153999,17.666666666666668,31.831151757707765,15.333333333333334,30.586852658545233,17.166666666666668,32.4443968797216,21.5,25.918140365388872,14.833333333333334,30.23197350855915
Protfilt szűréstechnika,store,47.449252,18.969725,27.041666666666668,38.5124213367872,29.125,41.427962074746894,27.916666666666668,40.20252548728196,28.166666666666668,40.43891140418539,20.041666666666668,29.16401773685436
Pasa kebab,restaurant,47.545731700000005,19.0421367,24.458333333333332,30.10672566978275,26.0,30.63494736408078,27.958333333333332,33.795314229769915,32.041666666666664,37.69005081656903,29.625,35.3138458445598
Stilianos Babauszoda - XVI. kerület,school,47.523908399999996,19.182084,10.916666666666666,13.6409819620469,24.125,30.254906626859718,30.125,37.37681155030037,23.333333333333332,28.790430508918913,18.541666666666668,23.60257607173891
Embassy of the Kingdom of Thailand,embassy,47.5334756,19.0022673,14.75,22.407680974761014,20.333333333333332,30.922843048824316,18.708333333333332,28.785817061339234,18.916666666666668,27.91044706835696,16.333333333333332,25.32730191359163
ALDI,supermarket,47.3756968,19.0035997,25.125,25.536432307587525,28.625,28.317857292999175,27.458333333333332,27.399785836551516,33.041666666666664,33.2684524821272,30.791666666666668,29.767122756864197
"Kávézó, Cukrászda",cafe,47.519014,19.111166600000004,19.083333333333332,26.76583124474602,12.083333333333334,16.339922140437373,11.583333333333334,18.973482957948324,14.916666666666666,21.696613919124697,15.375,21.688730752781886
Palota Car Wash,car_wash,47.550014000000004,19.11729,19.541666666666668,25.21404893881363,22.416666666666668,27.115365672539905,24.916666666666668,30.947424053635793,24.166666666666668,33.418640839441025,26.25,31.99120973017432
Kálmán Kft.,hardware_store,47.5569046,19.1259454,21.041666666666668,30.318420097726435,19.75,28.39197363105754,22.666666666666668,32.323452098369,25.458333333333332,36.970685647174875,17.416666666666668,25.514565556864877
Bogrács Vendéglő,restaurant,47.4264977,19.082109399999997,6.833333333333333,10.66796867053684,4.416666666666667,6.855148106026269,5.875,9.422103887490664,7.416666666666667,10.804770037143573,9.0,13.038404810405298
Helvécia pub,bar,47.507086,19.063172100000003,9.708333333333334,14.181793394662355,12.666666666666666,19.56541733660582,7.458333333333333,9.814866133688335,9.666666666666666,14.120513053316756,18.583333333333332,31.196843679378137
ALDI,supermarket,47.451828799999994,19.160150899999998,30.25,27.509468067073442,32.958333333333336,29.90468074659142,33.041666666666664,29.958970785985883,37.666666666666664,33.57164809114315,37.458333333333336,34.95589979610817
Galaxy Toy Stores,store,47.548868299999995,19.148407000000002,5.916666666666667,8.097924974268956,6.833333333333333,9.590214920543868,7.041666666666667,9.49771536856218,8.208333333333334,11.139191946556187,8.541666666666666,11.405331964577893
Super Wok kínai étterem,restaurant,47.525741499999995,19.0633832,6.041666666666667,15.846869214103108,9.375,21.61945979127755,9.708333333333334,19.860931428868643,9.583333333333334,17.9928612387123,7.375,11.320381692622677
Würth Shop Budapest,store,47.560856,19.023914,20.0,28.855964143772194,21.0,27.858272260377767,21.25,29.27349483748054,19.166666666666668,23.510045134414824,11.958333333333334,19.91958660604069
Scholl's Shoes,shoe_store,47.512598,19.0506646,0.0,0.0,20.708333333333332,31.57198014942293,19.083333333333332,29.176069912782214,21.25,31.455325463266153,16.041666666666668,27.05469639863331
Lisieuxi Szent Teréz templom,church,47.49969960000001,19.1056942,2.375,3.614928537790662,1.8333333333333333,1.9930434571835665,1.8333333333333333,1.9930434571835665,5.208333333333333,7.963349204672339,1.5833333333333333,1.9130400472081661
Maci Laci Büfé,restaurant,47.42366989999999,19.2346901,16.25,22.66651347987452,19.666666666666668,27.128807976433873,20.458333333333332,29.247477336610682,23.125,31.534785687131812,19.791666666666668,28.348984647700444
